Date,Code,CompanyName,CompanyNameEnglish,Sector17Code,Sector17CodeName,Sector33Code,Sector33CodeName,ScaleCategory,MarketCode,MarketCodeName
2023-05-10,6674,ジーエス・ユアサ　コーポレーション,GS Yuasa Corporation,9,電機・精密,3650,電気機器,TOPIX Mid400,111,プライム
2023-05-10,6701,日本電気,NEC Corporation,9,電機・精密,3650,電気機器,TOPIX Mid400,111,プライム
2023-05-10,6702,富士通,Fujitsu Limited,9,電機・精密,3650,電気機器,TOPIX Large70,111,プライム
2023-05-10,6723,ルネサスエレクトロニクス,Renesas Electronics Corporation,9,電機・精密,3650,電気機器,TOPIX Large70,111,プライム
2023-05-10,6724,セイコーエプソン,SEIKO EPSON CORPORATION,9,電機・精密,3650,電気機器,TOPIX Mid400,111,プライム
2023-05-10,6752,パナソニック　ホールディングス,Panasonic Holdings Corporation,9,電機・精密,3650,電気機器,TOPIX Large70,111,プライム
2023-05-10,6753,シャープ,Sharp Corporation,9,電機・精密,3650,電気機器,TOPIX Mid400,111,プライム
2023-05-10,6758,ソニーグループ,SONY GROUP CORPORATION,9,電機・精密,3650,電気機器,TOPIX Core30,111,プライム
2023-05-10,6762,ＴＤＫ,TDK Corporation,9,電機・精密,3650,電気機器,TOPIX Mid400,111,プライム
2023-05-10,6770,アルプスアルパイン,"ALPS ALPINE CO.,LTD.",9,電機・精密,3650,電気機器,TOPIX Mid400,111,プライム
2023-05-10,6841,横河電機,YOKOGAWA ELECTRIC CORPORATION,9,電機・精密,3650,電気機器,TOPIX Mid400,111,プライム
2023-05-10,6857,アドバンテスト,ADVANTEST CORPORATION,9,電機・精密,3650,電気機器,TOPIX Mid400,111,プライム
2023-05-10,6861,キーエンス,KEYENCE CORPORATION,9,電機・精密,3650,電気機器,TOPIX Core30,111,プライム
2023-05-10,6902,デンソー,DENSO CORPORATION,6,自動車・輸送機,3700,輸送用機器,TOPIX Large70,111,プライム
2023-05-10,6952,カシオ計算機,"CASIO COMPUTER CO.,LTD.",9,電機・精密,3650,電気機器,TOPIX Mid400,111,プライム
2023-05-10,6954,ファナック,FANUC CORPORATION,9,電機・精密,3650,電気機器,TOPIX Core30,111,プライム
2023-05-10,6971,京セラ,KYOCERA CORPORATION,9,電機・精密,3650,電気機器,TOPIX Large70,111,プライム
2023-05-10,6976,太陽誘電,"TAIYO YUDEN CO.,LTD.",9,電機・精密,3650,電気機器,TOPIX Mid400,111,プライム
2023-05-10,6981,村田製作所,"Murata Manufacturing Co.,Ltd.",9,電機・精密,3650,電気機器,TOPIX Core30,111,プライム
2023-05-10,6988,日東電工,NITTO DENKO CORPORATION,4,素材・化学,3200,化学,TOPIX Mid400,111,プライム
2023-05-10,7003,三井Ｅ＆Ｓ,"MITSUI E&S Co.,Ltd.",8,機械,3600,機械,TOPIX Small 1,111,プライム
2023-05-10,7004,日立造船,Hitachi Zosen Corporation,8,機械,3600,機械,TOPIX Small 1,111,プライム
2023-05-10,7011,三菱重工業,"Mitsubishi Heavy Industries,Ltd.",8,機械,3600,機械,TOPIX Large70,111,プライム
2023-05-10,7012,川崎重工業,"Kawasaki Heavy Industries,Ltd.",6,自動車・輸送機,3700,輸送用機器,TOPIX Mid400,111,プライム
2023-05-10,7186,コンコルディア・フィナンシャルグループ,"Concordia Financial Group,Ltd.",15,銀行,7050,銀行業,TOPIX Mid400,111,プライム
2023-05-10,7201,日産自動車,"NISSAN MOTOR CO.,LTD.",6,自動車・輸送機,3700,輸送用機器,TOPIX Large70,111,プライム
2023-05-10,7202,いすゞ自動車,ISUZU MOTORS LIMITED,6,自動車・輸送機,3700,輸送用機器,TOPIX Mid400,111,プライム
2023-05-10,7203,トヨタ自動車,TOYOTA MOTOR CORPORATION,6,自動車・輸送機,3700,輸送用機器,TOPIX Core30,111,プライム
2023-05-10,7205,日野自動車,"HINO MOTORS,LTD.",6,自動車・輸送機,3700,輸送用機器,TOPIX Mid400,111,プライム
2023-05-10,7211,三菱自動車工業,MITSUBISHI MOTORS CORPORATION,6,自動車・輸送機,3700,輸送用機器,TOPIX Mid400,111,プライム
2023-05-10,7261,マツダ,Mazda Motor Corporation,6,自動車・輸送機,3700,輸送用機器,TOPIX Mid400,111,プライム
2023-05-10,7267,本田技研工業,"HONDA MOTOR CO.,LTD.",6,自動車・輸送機,3700,輸送用機器,TOPIX Core30,111,プライム
2023-05-10,7269,スズキ,SUZUKI MOTOR CORPORATION,6,自動車・輸送機,3700,輸送用機器,TOPIX Large70,111,プライム
2023-05-10,7270,ＳＵＢＡＲＵ,SUBARU CORPORATION,6,自動車・輸送機,3700,輸送用機器,TOPIX Large70,111,プライム
2023-05-10,7272,ヤマハ発動機,"Yamaha Motor Co.,Ltd.",6,自動車・輸送機,3700,輸送用機器,TOPIX Mid400,111,プライム
2023-05-10,7731,ニコン,NIKON CORPORATION,9,電機・精密,3750,精密機器,TOPIX Mid400,111,プライム
2023-05-10,7733,オリンパス,OLYMPUS CORPORATION,9,電機・精密,3750,精密機器,TOPIX Large70,111,プライム
2023-05-10,7735,ＳＣＲＥＥＮホールディングス,"SCREEN Holdings Co.,Ltd.",9,電機・精密,3650,電気機器,TOPIX Mid400,111,プライム
2023-05-10,7741,ＨＯＹＡ,HOYA CORPORATION,9,電機・精密,3750,精密機器,TOPIX Core30,111,プライム
2023-05-10,7751,キヤノン,CANON INC.,9,電機・精密,3650,電気機器,TOPIX Large70,111,プライム
2023-05-10,7752,リコー,"RICOH COMPANY,LTD.",9,電機・精密,3650,電気機器,TOPIX Mid400,111,プライム
2023-05-10,7762,シチズン時計,"Citizen Watch Co.,Ltd.",9,電機・精密,3750,精密機器,TOPIX Small 1,111,プライム
2023-05-10,7832,バンダイナムコホールディングス,Bandai Namco Holdings Inc.,10,情報通信・サービスその他,3800,その他製品,TOPIX Large70,111,プライム
2023-05-10,7911,凸版印刷,TOPPAN INC.,10,情報通信・サービスその他,3800,その他製品,TOPIX Mid400,111,プライム
2023-05-10,7912,大日本印刷,"Dai Nippon Printing Co.,Ltd.",10,情報通信・サービスその他,3800,その他製品,TOPIX Mid400,111,プライム
2023-05-10,7951,ヤマハ,YAMAHA CORPORATION,10,情報通信・サービスその他,3800,その他製品,TOPIX Mid400,111,プライム
2023-05-10,7974,任天堂,"Nintendo Co.,Ltd.",10,情報通信・サービスその他,3800,その他製品,TOPIX Core30,111,プライム
2023-05-10,8001,伊藤忠商事,ITOCHU Corporation,13,商社・卸売,6050,卸売業,TOPIX Core30,111,プライム
2023-05-10,8002,丸紅,Marubeni Corporation,13,商社・卸売,6050,卸売業,TOPIX Large70,111,プライム
2023-05-10,8015,豊田通商,TOYOTA TSUSHO CORPORATION,13,商社・卸売,6050,卸売業,TOPIX Mid400,111,プライム
2023-05-10,8031,三井物産,"MITSUI & CO.,LTD.",13,商社・卸売,6050,卸売業,TOPIX Core30,111,プライム
2023-05-10,8035,東京エレクトロン,Tokyo Electron Limited,9,電機・精密,3650,電気機器,TOPIX Core30,111,プライム
2023-05-10,8053,住友商事,"SUMITOMO CORPORATION (SUMITOMO SHOJI KAISHA,LTD.)",13,商社・卸売,6050,卸売業,TOPIX Large70,111,プライム
2023-05-10,8058,三菱商事,Mitsubishi Corporation,13,商社・卸売,6050,卸売業,TOPIX Core30,111,プライム
2023-05-10,8233,高島屋,"Takashimaya Company,Limited",14,小売,6100,小売業,TOPIX Mid400,111,プライム
2023-05-10,8252,丸井グループ,"MARUI GROUP CO.,LTD.",14,小売,6100,小売業,TOPIX Mid400,111,プライム
2023-05-10,8253,クレディセゾン,"Credit Saison Co.,Ltd.",16,金融（除く銀行）,7200,その他金融業,TOPIX Mid400,111,プライム
2023-05-10,8267,イオン,"AEON CO.,LTD.",14,小売,6100,小売業,TOPIX Large70,111,プライム
2023-05-10,8304,あおぞら銀行,"Aozora Bank,Ltd.",15,銀行,7050,銀行業,TOPIX Mid400,111,プライム
2023-05-10,8306,三菱ＵＦＪフィナンシャル・グループ,"Mitsubishi UFJ Financial Group,Inc.",15,銀行,7050,銀行業,TOPIX Core30,111,プライム
2023-05-10,8308,りそなホールディングス,"Resona Holdings, Inc.",15,銀行,7050,銀行業,TOPIX Large70,111,プライム
2023-05-10,8309,三井住友トラスト・ホールディングス,"Sumitomo Mitsui Trust Holdings,Inc.",15,銀行,7050,銀行業,TOPIX Large70,111,プライム
2023-05-10,8316,三井住友フィナンシャルグループ,"Sumitomo Mitsui Financial Group,Inc.",15,銀行,7050,銀行業,TOPIX Core30,111,プライム
2023-05-10,8331,千葉銀行,"The Chiba Bank,Ltd.",15,銀行,7050,銀行業,TOPIX Mid400,111,プライム
2023-05-10,8354,ふくおかフィナンシャルグループ,"Fukuoka Financial Group,Inc.",15,銀行,7050,銀行業,TOPIX Mid400,111,プライム
2023-05-10,8411,みずほフィナンシャルグループ,"Mizuho Financial Group,Inc.",15,銀行,7050,銀行業,TOPIX Core30,111,プライム
2023-05-10,8591,オリックス,ORIX CORPORATION,16,金融（除く銀行）,7200,その他金融業,TOPIX Large70,111,プライム
2023-05-10,8601,大和証券グループ本社,Daiwa Securities Group Inc.,16,金融（除く銀行）,7100,証券･商品先物取引業,TOPIX Mid400,111,プライム
2023-05-10,8604,野村ホールディングス,"Nomura Holdings, Inc.",16,金融（除く銀行）,7100,証券･商品先物取引業,TOPIX Large70,111,プライム
2023-05-10,8628,松井証券,"MATSUI SECURITIES CO.,LTD.",16,金融（除く銀行）,7100,証券･商品先物取引業,TOPIX Small 1,111,プライム
2023-05-10,8630,ＳＯＭＰＯホールディングス,"Sompo Holdings,Inc.",16,金融（除く銀行）,7150,保険業,TOPIX Large70,111,プライム
2023-05-10,8697,日本取引所グループ,"Japan Exchange Group,Inc.",16,金融（除く銀行）,7200,その他金融業,TOPIX Large70,111,プライム
2023-05-10,8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,"MS&AD Insurance Group Holdings,Inc.",16,金融（除く銀行）,7150,保険業,TOPIX Large70,111,プライム
2023-05-10,8750,第一生命ホールディングス,"Dai-ichi Life Holdings,Inc.",16,金融（除く銀行）,7150,保険業,TOPIX Large70,111,プライム
2023-05-10,8766,東京海上ホールディングス,"Tokio Marine Holdings,Inc.",16,金融（除く銀行）,7150,保険業,TOPIX Core30,111,プライム
2023-05-10,8795,Ｔ＆Ｄホールディングス,"T&D Holdings, Inc.",16,金融（除く銀行）,7150,保険業,TOPIX Mid400,111,プライム
2023-05-10,8801,三井不動産,"Mitsui Fudosan Co.,Ltd.",17,不動産,8050,不動産業,TOPIX Large70,111,プライム
2023-05-10,8802,三菱地所,"Mitsubishi Estate Company,Limited",17,不動産,8050,不動産業,TOPIX Large70,111,プライム
2023-05-10,8804,東京建物,"Tokyo Tatemono Co.,Ltd.",17,不動産,8050,不動産業,TOPIX Mid400,111,プライム
2023-05-10,8830,住友不動産,"Sumitomo Realty & Development Co.,Ltd.",17,不動産,8050,不動産業,TOPIX Large70,111,プライム
2023-05-10,9001,東武鉄道,"TOBU RAILWAY CO.,LTD.",12,運輸・物流,5050,陸運業,TOPIX Mid400,111,プライム
2023-05-10,9005,東急,TOKYU CORPORATION,12,運輸・物流,5050,陸運業,TOPIX Mid400,111,プライム
2023-05-10,9007,小田急電鉄,"Odakyu Electric Railway Co.,Ltd.",12,運輸・物流,5050,陸運業,TOPIX Mid400,111,プライム
2023-05-10,9008,京王電鉄,Keio Corporation,12,運輸・物流,5050,陸運業,TOPIX Mid400,111,プライム
2023-05-10,9009,京成電鉄,"Keisei Electric Railway Co.,Ltd.",12,運輸・物流,5050,陸運業,TOPIX Mid400,111,プライム
2023-05-10,9020,東日本旅客鉄道,East Japan Railway Company,12,運輸・物流,5050,陸運業,TOPIX Large70,111,プライム
2023-05-10,9021,西日本旅客鉄道,West Japan Railway Company,12,運輸・物流,5050,陸運業,TOPIX Large70,111,プライム
2023-05-10,9022,東海旅客鉄道,Central Japan Railway Company,12,運輸・物流,5050,陸運業,TOPIX Large70,111,プライム
2023-05-10,9064,ヤマトホールディングス,"YAMATO HOLDINGS CO.,LTD.",12,運輸・物流,5050,陸運業,TOPIX Mid400,111,プライム
2023-05-10,9101,日本郵船,Nippon Yusen Kabushiki Kaisha,12,運輸・物流,5100,海運業,TOPIX Large70,111,プライム
2023-05-10,9104,商船三井,"Mitsui O.S.K.Lines,Ltd.",12,運輸・物流,5100,海運業,TOPIX Mid400,111,プライム
2023-05-10,9107,川崎汽船,"Kawasaki Kisen Kaisha,Ltd.",12,運輸・物流,5100,海運業,TOPIX Mid400,111,プライム
2023-05-10,9147,ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス,"NIPPON EXPRESS HOLDINGS,INC.",12,運輸・物流,5050,陸運業,TOPIX Mid400,111,プライム
2023-05-10,9201,日本航空,"Japan Airlines Co.,Ltd.",12,運輸・物流,5150,空運業,TOPIX Mid400,111,プライム
2023-05-10,9202,ＡＮＡホールディングス,ANA HOLDINGS INC.,12,運輸・物流,5150,空運業,TOPIX Large70,111,プライム
2023-05-10,9301,三菱倉庫,Mitsubishi Logistics Corporation,12,運輸・物流,5200,倉庫･運輸関連業,TOPIX Mid400,111,プライム
2023-05-10,9432,日本電信電話,NIPPON TELEGRAPH AND TELEPHONE CORPORATION,10,情報通信・サービスその他,5250,情報･通信業,TOPIX Core30,111,プライム
2023-05-10,9433,ＫＤＤＩ,KDDI CORPORATION,10,情報通信・サービスその他,5250,情報･通信業,TOPIX Core30,111,プライム
2023-05-10,9434,ソフトバンク,SoftBank Corp.,10,情報通信・サービスその他,5250,情報･通信業,TOPIX Core30,111,プライム
2023-05-10,9501,東京電力ホールディングス,"Tokyo Electric Power Company Holdings,Incorporated",11,電気・ガス,4050,電気･ガス業,TOPIX Mid400,111,プライム
2023-05-10,9502,中部電力,"Chubu Electric Power Company,Incorporated",11,電気・ガス,4050,電気･ガス業,TOPIX Mid400,111,プライム
2023-05-10,9503,関西電力,"The Kansai Electric Power Company,Incorporated",11,電気・ガス,4050,電気･ガス業,TOPIX Mid400,111,プライム
2023-05-10,9531,東京瓦斯,"TOKYO GAS CO.,LTD.",11,電気・ガス,4050,電気･ガス業,TOPIX Mid400,111,プライム
2023-05-10,9532,大阪瓦斯,"OSAKA GAS CO.,LTD.",11,電気・ガス,4050,電気･ガス業,TOPIX Mid400,111,プライム
2023-05-10,9602,東宝,"TOHO CO.,LTD",10,情報通信・サービスその他,5250,情報･通信業,TOPIX Mid400,111,プライム
2023-05-10,9613,エヌ・ティ・ティ・データ,NTT DATA CORPORATION,10,情報通信・サービスその他,5250,情報･通信業,TOPIX Mid400,111,プライム
2023-05-10,9735,セコム,"SECOM CO.,LTD.",10,情報通信・サービスその他,9050,サービス業,TOPIX Large70,111,プライム
2023-05-10,9766,コナミグループ,KONAMI GROUP CORPORATION,10,情報通信・サービスその他,5250,情報･通信業,TOPIX Mid400,111,プライム
2023-05-10,9983,ファーストリテイリング,"FAST RETAILING CO.,LTD.",14,小売,6100,小売業,TOPIX Large70,111,プライム
2023-05-10,9984,ソフトバンクグループ,SoftBank Group Corp.,10,情報通信・サービスその他,5250,情報･通信業,TOPIX Core30,111,プライム
